Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7406,1.0,0.368,"content, file, document, media, hash, ID, ledger, metadata, software, container",order structure node file transmission blocks memory server infrastructure retrieval
7407,0.0,0.4685,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",motor vehicle key copy d c memory b node storage
7408,4.0,0.495,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",account configurations configuration security request comprises replicating identity platform management
7409,1.0,0.5354,"content, file, document, media, hash, ID, ledger, metadata, software, container",license input licensee licensing licensor identification key contains transaction database
7410,8.0,0.4672,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",nodes request integrity instructions database processor response communication memory interface
7411,9.0,0.4101,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",split orderer channels transaction payload transactions receiving header nodes content
7412,1.0,0.3938,"content, file, document, media, hash, ID, ledger, metadata, software, container",instance file blocks tools storage techniques secure peer hash embodiments
7413,5.0,0.3783,"service, server, client, target, application, provider, response, identifier, access, result",query target result computer parameter node sources storage reliability devices
7414,9.0,0.5561,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",category source type reliability client plurality request database types identity
7415,11.0,0.4988,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",record timestamp trust point series computer response records apparatus storage
7416,3.0,0.5182,"image, object, input, target, feature, code, identification, result, parameter, images",output values operation structure memory comprises reading address entity addresses
7417,11.0,0.5524,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",reference management ledger consensus rule verification hash range storage formation
7418,10.0,0.5452,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",client rules rule operating directives storage accordance syntax requests transactions
